Timestamp,lga,gender,age,education,do you own land,6- How did you acquire farming land?,7- Size of your farm?,8- Core sources of income?,9- Level of income per month in Nigerian naira?,"10- In addition to maize farming, what are your other sources of income and Average annual income (Naira)?",11- . Specify whether you acknowledged any credit for your agriculture ?,12- Years of farming experience?,13- Are you a member of a farmers’ association? ,14- Specify aids received as a member?,1- In your opinion is climate change taking place?,"2- If you are agreed, please specify from the list below what is your experience for the last 20 years that varieties your opinion that climate change is happening? ",3- Are you afraid of these climate changes?,"4- If yes, why?","1- Would you come to an agreement that the changes you stated, have negatively affected your maize farming activities?","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increase in temperature]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increase in rainfall and increased frequency and intensity of floods]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Changes in precipitation patterns]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increased frequency and intensity of droughts and decline in rainfall]",3- Take a reference of the last 10 years (2021); Is Maize farming areas?,"4- If increases or decreases, why?",1- Have you transformed your maize farming practices in response to climate change conditions?,2- Are you cognizant of climate-smart practices? ,4- Have you experienced any training on climate-smart practices for more than one week in an NGO or an institution? ,5- Do you know the benefits connected with the adoption of climate-smart practices? ,6- If yes what are the advantages of the adoption of climate-smart practices? ,7- ,7- For how long have you tried them on your farm? ,"8- If you have tried these practices, what do you propose to do? ",1- Do you receive climate information or early warning messages? ,"2- If yes, how do you receive this information through communication channels?","3- If you have received climate information, are you using the information?",4- If not why?,"5- If yes, does it influence you to change management practices? ",6- If yes what are the management options?,"10- In addition to maize farming, what are your other sources of income and Average annual income (Naira)? [Others]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Mixed cropping]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Combined crop and livestock systems]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Using seasonal weather predictions]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Agroforestry]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Crop rotation]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Rainwater harvesting]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Irrigation using effective technology]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Farmyard composting]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Preservation of hay during the dry season]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Use of organic manure & chemical fertilizer]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Other, specify]"
7/10/2022 1:37,Sabon Gari,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,Decrease,,Yes,Yes,Yes,Yes,Increases productivity,,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Knowledge (No)
7/10/2022 1:42,Kaduna South,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,Crop failure,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 1:44,Ikara,Male,20 – 40,Secondary School education,Yes,Inherited,50 – 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Knowledge (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Practice (Yes),None
7/10/2022 1:50,ZangonKataf,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Crop failure,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Practice (Yes),None
7/10/2022 1:56,ZangonKataf,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 3:44,Jaba,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,Crop failure,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 3:47,Kaduna North,Male,20 – 40,Secondary School education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 3:50,Sabon Gari,Male,above 40,Secondary School education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.","Inability to plan farming activities, instability in production resulting from the Crop failure.","Inability to plan farming activities, instability in production resulting from the Crop failure.",Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security, Are efficient in the use of natural resources, More profitable and less costly",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 5:12,Jema'a,Male,20 – 40,Secondary School education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,None,The emergence of new strains of pests and diseases,None,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security, Are efficient in the use of natural resources, More profitable and less costly",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Aware (No),Aware (No),Aware (Yes),Aware (Yes),Practice (Yes)
7/10/2022 5:15,Kauru,Male,above 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Destruction of crops as a result of flooding,Destruction of crops as a result of flooding,Exacerbated soil erosion,Exacerbated soil erosion,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Practice (Yes),Knowledge (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 6:21,Kaduna South,Male,20 – 40,Secondary School education,Yes,Inherited,50 – 200ha,Farm income,Above 10000,"60,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Exacerbated soil erosion,The emergence of new strains of pests and diseases,Reduced moisture in the soil leads to wilting of crops,None,Decrease,,Yes,Yes,No,No,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Practice (Yes),None
7/10/2022 6:26,Kudan,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Practice (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 6:32,Lere,Male,above 40,Arabic Education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,Enhances resilience to climate change,,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 6:56,Kagarko,Male,above 40,Arabic Education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Agree,The decline in crop yield,Destruction of crops as a result of flooding,The emergence of new strains of pests and diseases,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Practice (Yes),None,Practice (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 13:04,Giwa,Male,above 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 13:06,Kubau,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Destruction of crops as a result of flooding,The decline in crop yield diseases,Crop failure,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 13:08,Lere,Female,20 – 40,Tertiary Education,No,Bought,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",No,Crops have been destroyed and livestock died,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes),Knowledge (Yes),Aware (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 13:16,Chikun,Male,20 – 40,Arabic Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Crop failure,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 13:22,Kaura,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,Destruction of crops as a result of flooding,Destruction of crops as a result of flooding,Destruction of crops as a result of flooding,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 16:06,Kaduna South,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security, Are efficient in the use of natural resources, More profitable and less costly",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 16:07,Kaduna South,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.","Inability to plan farming activities, instability in production resulting from the Crop failure.",The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (No),Aware (No),Aware (No),Practice (Yes),Aware (No),Aware (No),Aware (No),Aware (No),Practice (Yes),None
7/10/2022 16:09,ZangonKataf,Male,20 – 40,Arabic Education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Access to extension services",Agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.","Inability to plan farming activities, instability in production resulting from the Crop failure.",Crop failure,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Practice (Yes),None
7/10/2022 17:29,Kaduna North,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,Farm income,Above 10000,"Above 100,000",Yes,5 years,Yes,"Access to credit, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Lack of pasture,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Crop failure,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security, Are efficient in the use of natural resources, More profitable and less costly",,2 years,Continue,Yes,"Radio, Television, Internet, SMS services",Yes,,Yes,,,Practice (Yes),Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),None
7/10/2022 17:30,Giwa,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,No,No,Enhances resilience to climate change,,Above 2 years,Continue,Yes,Radio,Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 17:32,Zaria,Male,20 – 40,Tertiary Education,No,Inherited,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),None
7/10/2022 18:01,Soba,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,No,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 18:03,Kubau,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to credit, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television, Posters",Yes,,Yes,,,Practice (Yes),Practice (Yes),Practice (Yes),Knowledge (Yes),Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
7/10/2022 18:05,Giwa,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services, Access to credit",Strongly agree,"Increase in rainfall, Increase in temperature, Decrease in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,Crop failure,Reduced moisture in the soil leads to wilting of crops,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),None
7/10/2022 18:33,Sabon Gari,Male,above 40,Secondary School education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Increase in rainfall, Decrease in temperature",Yes,Crops have been destroyed and livestock died,Agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Radio, Brochures",Yes,,Yes,,,Aware (Yes),Aware (Yes),Practice (Yes),Practice (Yes),Practice (Yes),Aware (No),Aware (No),Aware (No),Aware (No),Practice (Yes),Aware (Yes)
7/10/2022 21:19,Kudan,Male,20 – 40,Tertiary Education,No,Rented,Above 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to credit, Any other benefit",Agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Aware (Yes),Aware (No),Knowledge (Yes),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (No),Aware (No)
7/10/2022 21:21,Lere,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Reduced moisture in the soil leads to wilting of crops,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security, Are efficient in the use of natural resources, More profitable and less costly",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),Aware (Yes)
7/10/2022 21:23,Kachia,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security, Are efficient in the use of natural resources, More profitable and less costly",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Aware (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Practice (Yes),None
